VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,File,Correct,participant,date,expName,psychopyVersion,OS,frameRate,ContinueResp.keys,ContinueResp.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFile,Type,StartTast.keys,StartTast.rt,MST_resp.keys,MST_resp.corr,MST_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,WordCorrect,Correct_type,WordType,Condition,WordTask.thisRepN,WordTask.thisTrialN,WordTask.thisN,WordTask.thisIndex,WordTask.ran,ExitKey.keys,ExitKey.rt,Feedbackbox.text
,,,,,,,,,,,,,1,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,1,1.37908,0,4,4,4,1,Training/FO_YI_LAY.wav,OLD,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/SI_VAI_CHU.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,space,8.11662,2,1,4.631035,0,0,0,0,1,2,NEW,NEW,F,,,,,,,,
,,,,,,,,,,,,TestWords/HO_NAY_VA.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.95539,0,1,1,1,1,2,NEW,NEW,F,,,,,,,,
,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,1.16437,0,2,2,2,1,2,NEW,NEW,F,,,,,,,,
,,,,,,,,,,,,TestWords/PAI_LU_WA.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.25359,0,3,3,3,1,2,NEW,NEW,F,,,,,,,,
,,,,,,,,,,,,TestWords/WAI_VU_NA.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.55724,0,4,4,4,1,2,NEW,NEW,F,,,,,,,,
,,,,,,,,,,,,TestWords/VAI_HO_LA.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.33358,0,5,5,5,1,2,NEW,NEW,F,,,,,,,,
,,,,,,,,,,,,TestWords/GU_CHAI_PI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.565495,0,6,6,6,1,2,NEW,NEW,F,,,,,,,,
,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.250185,0,7,7,7,1,2,NEW,NEW,F,,,,,,,,
,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.83263,0,8,8,8,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/BA_KAY_LI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.23265,0,9,9,9,1,2,NEW,NEW,F,,,,,,,,
,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.31665,0,10,10,10,1,2,NEW,NEW,F,,,,,,,,
,,,,,,,,,,,,TestWords/WAI_NA_VU.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,0,0.29992,0,11,11,11,1,2,NEW,SIMILAR,F,,,,,,,,
,,,,,,,,,,,,TestWords/DA_CHU_VAI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,0,0.382235,0,12,12,12,1,2,NEW,NEW,F,,,,,,,,
,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.38368,0,13,13,13,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,0,0.716795,0,14,14,14,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/VU_NA_WAI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,0,0.81634,0,15,15,15,1,2,NEW,SIMILAR,F,,,,,,,,
,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,0,9.667045,0,16,16,16,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/KAY_LI_BA.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,0,0.20002,0,17,17,17,1,2,NEW,SIMILAR,F,,,,,,,,
,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.649285,0,18,18,18,1,2,NEW,NEW,F,,,,,,,,
,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.516075,0,19,19,19,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/VU_WAI_NA.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,0,0.29998,0,20,20,20,1,2,NEW,SIMILAR,F,,,,,,,,
,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,0,0.84934,0,21,21,21,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/HI_NAY_VA.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.76651,0,22,22,22,1,2,NEW,NEW,F,,,,,,,,
,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.150025,0,23,23,23,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.865605,0,24,24,24,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,0,0.58311,0,25,25,25,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/NA_VU_WAI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,0,0.30004,0,26,26,26,1,2,NEW,SIMILAR,F,,,,,,,,
,,,,,,,,,,,,TestWords/KAY_BA_LI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.5659,0,27,27,27,1,2,NEW,SIMILAR,F,,,,,,,,
,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,0,0.44967,0,28,28,28,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.315935,0,29,29,29,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.432205,0,30,30,30,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/NU_CHAY_SO.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.63319,0,31,31,31,1,2,NEW,NEW,F,,,,,,,,
,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,0,0.30025,0,32,32,32,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/NA_WAI_VU.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,0,0.299875,0,33,33,33,1,2,NEW,SIMILAR,F,,,,,,,,
,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.10023,0,34,34,34,1,2,NEW,NEW,F,,,,,,,,
,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.349845,0,35,35,35,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/LI_BA_KAY.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.31654,0,36,36,36,1,2,NEW,SIMILAR,F,,,,,,,,
,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.99855,0,37,37,37,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.89873,0,38,38,38,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/TAI_SA_GI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.58261,0,39,39,39,1,2,NEW,NEW,F,,,,,,,,
,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,0,0.499675,0,40,40,40,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.63263,0,41,41,41,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.449615,0,42,42,42,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/GI_SA_TAI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.2,0,43,43,43,1,2,NEW,SIMILAR,F,,,,,,,,
,,,,,,,,,,,,TestWords/BA_LI_KAY.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,0,0.649145,0,44,44,44,1,2,NEW,SIMILAR,F,,,,,,,,
,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,0,0.38359,0,45,45,45,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.21668,0,46,46,46,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.21666,0,47,47,47,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/LU_HAI_BO.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.216725,0,48,48,48,1,2,NEW,NEW,F,,,,,,,,
,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.68327,0,49,49,49,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.3672,0,50,50,50,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/GI_TAI_SA.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.20163,0,51,51,51,1,2,NEW,SIMILAR,F,,,,,,,,
,,,,,,,,,,,,TestWords/LI_KAY_BA.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,0,0.44955,0,52,52,52,1,2,NEW,SIMILAR,F,,,,,,,,
,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.34979,0,53,53,53,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.716795,0,54,54,54,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/DAY_PU_MO.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.117775,0,55,55,55,1,2,NEW,NEW,F,,,,,,,,
,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.417125,0,56,56,56,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.43309,0,57,57,57,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/CHU_LA_PAY.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.215965,0,58,58,58,1,2,NEW,NEW,F,,,,,,,,
,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.499545,0,59,59,59,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/SA_TAI_GI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.11757,0,60,60,60,1,2,NEW,SIMILAR,F,,,,,,,,
,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.050245,0,61,61,61,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.516215,0,62,62,62,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/FU_RAI_ZO.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.06685,0,63,63,63,1,2,NEW,NEW,F,,,,,,,,
,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,0,0.299965,0,64,64,64,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,0,0.33257,0,65,65,65,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/DAY_MO_PU.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.21668,0,66,66,66,1,2,NEW,SIMILAR,F,,,,,,,,
,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.30124,0,67,67,67,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/FI_GU_CHA.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.25069,0,68,68,68,1,2,NEW,NEW,F,,,,,,,,
,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,0,0.64947,0,69,69,69,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.08393,0,70,70,70,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/SA_GI_TAI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.16738,0,71,71,71,1,2,NEW,SIMILAR,F,,,,,,,,
,,,,,,,,,,,,TestWords/MO_DAY_PU.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.100325,0,72,72,72,1,2,NEW,SIMILAR,F,,,,,,,,
,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.44966,0,73,73,73,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/RAI_ZO_FU.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,0,2.04698,0,74,74,74,1,2,NEW,SIMILAR,F,,,,,,,,
,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.932885,0,75,75,75,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.283555,0,76,76,76,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/TAI_GI_SA.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,1.314235,0,77,77,77,1,2,NEW,SIMILAR,F,,,,,,,,
,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.08427,0,78,78,78,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/PU_DAY_MO.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.749195,0,79,79,79,1,2,NEW,SIMILAR,F,,,,,,,,
,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.234045,0,80,80,80,1,1,OLD,OLD,F,,,,,,,,
,,,,,,,,,,,,TestWords/ZO_RAI_FU.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,2,1,0.732365,0,81,81,81,1,2,NEW,SIMILAR,F,,,,,,,,
,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,5e81f05139ea6d017220e9c2,2021-06-17_19h37.00.927,Combined_MST,2020.2.10,Win32,60,,,,,,,,,,,,,,,,1,1,0.382505,0,82,82,82,1,1,OLD,OLD,F,,,,,,,,
