Welcome0Continue.keys,Welcome0Continue.rt,SoundCheckBegin.keys,SoundCheckBegin.rt,SoundCheckEndKey.keys,SoundCheckEndKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,HeadphoneLoop.thisRepN,HeadphoneLoop.thisTrialN,HeadphoneLoop.thisN,HeadphoneLoop.thisIndex,HeadphoneLoop.ran,File,Correct,participant,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,ContinueKey8.keys,ContinueKey8.rt,MSTWelcomeContKey.keys,MSTWelcomeContKey.rt,Condition,MSTTrainIntroKey.keys,MSTTrainIntroKey.rt,MSTTrainKeys.keys,MSTTrainKeys.corr,MSTTrainKeys.rt,MSTTrainLoop.thisRepN,MSTTrainLoop.thisTrialN,MSTTrainLoop.thisN,MSTTrainLoop.thisIndex,MSTTrainLoop.ran,SoundFile,Type,MSTTestBeginKey.keys,MSTTestBeginKey.rt,MST_resp.keys,MST_resp.corr,MST_resp.rt,MSTPlayLoop.thisRepN,MSTPlayLoop.thisTrialN,MSTPlayLoop.thisN,MSTPlayLoop.thisIndex,MSTPlayLoop.ran,WordCorrect,Correct_type,WordType,MSTLoop.thisRepN,MSTLoop.thisTrialN,MSTLoop.thisN,MSTLoop.thisIndex,MSTLoop.ran,EndAllKey.keys,EndAllKey.rt,FeedbackResp.text
,,,,,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,1,1,0.5838,0,33,33,33,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/ZO_FU_RAI.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,2,1,3.0782,0,34,34,34,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/BA_LI_KAY.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,1,0,0.7502,0,35,35,35,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,2,1,1.1236,0,36,36,36,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,2,0,2.5825,0,37,37,37,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,1,1,0.3174,0,38,38,38,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,1,1,0.6107,0,39,39,39,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/NA_VU_WAI.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,2,1,2.3319,0,40,40,40,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,1,1,1.0016,0,41,41,41,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,60de3b24940c209d729e32a5,2021-07-15_21h44.54.939,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f09dcb1529737708cd9610,,,,,D,,,,,,,,,,,,,,,1,1,0.3528,0,42,42,42,1,1,OLD,OLD,,,,,,,,
