RT,Syllable,Position,Occurrence,Subject,Condition
0.4349,ti,2,2,5592fd82fdf99b59a8fb1e61,1
0.5457,ni,3,2,5592fd82fdf99b59a8fb1e61,1
0.5406,ni,3,2,5592fd82fdf99b59a8fb1e61,1
0.5033,ni,3,2,5592fd82fdf99b59a8fb1e61,1
0.534,ni,3,2,5592fd82fdf99b59a8fb1e61,1
0.8769,re,1,2,5592fd82fdf99b59a8fb1e61,1
0.4847,re,1,2,5592fd82fdf99b59a8fb1e61,1
0.7253,re,1,2,5592fd82fdf99b59a8fb1e61,1
0.5583,re,1,2,5592fd82fdf99b59a8fb1e61,1
0.5355,fu,2,2,5592fd82fdf99b59a8fb1e61,1
0.5843,fu,2,2,5592fd82fdf99b59a8fb1e61,1
0.5952,fu,2,2,5592fd82fdf99b59a8fb1e61,1
0.6044,fu,2,2,5592fd82fdf99b59a8fb1e61,1
0.4365,ru,1,2,5592fd82fdf99b59a8fb1e61,1
0.5099,ru,1,2,5592fd82fdf99b59a8fb1e61,1
0.5364,ru,1,2,5592fd82fdf99b59a8fb1e61,1
0.5686,ru,1,2,5592fd82fdf99b59a8fb1e61,1
0.4833,ge,2,2,5592fd82fdf99b59a8fb1e61,1
0.5897,ge,2,2,5592fd82fdf99b59a8fb1e61,1
0.5669,ge,2,2,5592fd82fdf99b59a8fb1e61,1
0.4727,ge,2,2,5592fd82fdf99b59a8fb1e61,1
0.4803,su,3,2,5592fd82fdf99b59a8fb1e61,1
0.5806,su,3,2,5592fd82fdf99b59a8fb1e61,1
0.5892,su,3,2,5592fd82fdf99b59a8fb1e61,1
0.3855,su,3,2,5592fd82fdf99b59a8fb1e61,1
0.6006,ta,1,3,5592fd82fdf99b59a8fb1e61,1
0.9506,ta,1,3,5592fd82fdf99b59a8fb1e61,1
0.6157,ta,1,3,5592fd82fdf99b59a8fb1e61,1
0.5162,ti,2,3,5592fd82fdf99b59a8fb1e61,1
0.7851,ti,2,3,5592fd82fdf99b59a8fb1e61,1
0.5314,ti,2,3,5592fd82fdf99b59a8fb1e61,1
0.6503,ti,2,3,5592fd82fdf99b59a8fb1e61,1
0.5014,me,3,3,5592fd82fdf99b59a8fb1e61,1
0.5178,me,3,3,5592fd82fdf99b59a8fb1e61,1
0.6724,me,3,3,5592fd82fdf99b59a8fb1e61,1
0.5354,me,3,3,5592fd82fdf99b59a8fb1e61,1
0.5,pu,2,3,5592fd82fdf99b59a8fb1e61,1
0.6496,pu,2,3,5592fd82fdf99b59a8fb1e61,1
0.5004,pu,2,3,5592fd82fdf99b59a8fb1e61,1
0.7348,pu,2,3,5592fd82fdf99b59a8fb1e61,1
0.5521,su,3,3,5592fd82fdf99b59a8fb1e61,1
0.5191,su,3,3,5592fd82fdf99b59a8fb1e61,1
0.5531,su,3,3,5592fd82fdf99b59a8fb1e61,1
0.5314,su,3,3,5592fd82fdf99b59a8fb1e61,1
0.5667,ru,1,3,5592fd82fdf99b59a8fb1e61,1
0.401,ru,1,3,5592fd82fdf99b59a8fb1e61,1
0.5182,ru,1,3,5592fd82fdf99b59a8fb1e61,1
0.5676,ru,1,3,5592fd82fdf99b59a8fb1e61,1
0.6997,ko,3,3,5592fd82fdf99b59a8fb1e61,1
0.7193,ko,3,3,5592fd82fdf99b59a8fb1e61,1
0.5405,ko,3,3,5592fd82fdf99b59a8fb1e61,1
0.4876,ko,3,3,5592fd82fdf99b59a8fb1e61,1
0.435,re,1,3,5592fd82fdf99b59a8fb1e61,1
0.5704,re,1,3,5592fd82fdf99b59a8fb1e61,1
0.903,re,1,3,5592fd82fdf99b59a8fb1e61,1
0.6305,re,1,3,5592fd82fdf99b59a8fb1e61,1
0.6139,fu,2,3,5592fd82fdf99b59a8fb1e61,1
0.7517,fu,2,3,5592fd82fdf99b59a8fb1e61,1
0.5813,fu,2,3,5592fd82fdf99b59a8fb1e61,1
0.5192,ni,3,3,5592fd82fdf99b59a8fb1e61,1
0.4767,ni,3,3,5592fd82fdf99b59a8fb1e61,1
0.4454,ni,3,3,5592fd82fdf99b59a8fb1e61,1
0.4689,ni,3,3,5592fd82fdf99b59a8fb1e61,1
0.4716,ge,2,3,5592fd82fdf99b59a8fb1e61,1
0.488,ge,2,3,5592fd82fdf99b59a8fb1e61,1
0.4504,ge,2,3,5592fd82fdf99b59a8fb1e61,1
0.4666,ge,2,3,5592fd82fdf99b59a8fb1e61,1
0.6534,fe,1,3,5592fd82fdf99b59a8fb1e61,1
0.5003,fe,1,3,5592fd82fdf99b59a8fb1e61,1
0.5741,fe,1,3,5592fd82fdf99b59a8fb1e61,1
0.6231,fe,1,3,5592fd82fdf99b59a8fb1e61,1
0.536,re,3,1,57698d52688a5c00018d958d,3
0.4688,re,3,1,57698d52688a5c00018d958d,3
0.5043,re,3,1,57698d52688a5c00018d958d,3
0.3362,re,3,1,57698d52688a5c00018d958d,3
0.419,su,2,1,57698d52688a5c00018d958d,3
0.501,su,2,1,57698d52688a5c00018d958d,3
0.3183,su,2,1,57698d52688a5c00018d958d,3
0.5063,su,2,1,57698d52688a5c00018d958d,3
0.8005,fu,1,1,57698d52688a5c00018d958d,3
0.0999,fu,1,1,57698d52688a5c00018d958d,3
0.6262,ni,2,1,57698d52688a5c00018d958d,3
0.6318,ni,2,1,57698d52688a5c00018d958d,3
0.438,ni,2,1,57698d52688a5c00018d958d,3
0.4287,ta,3,1,57698d52688a5c00018d958d,3
0.4682,ta,3,1,57698d52688a5c00018d958d,3
0.5009,ta,3,1,57698d52688a5c00018d958d,3
0.8678,ti,1,1,57698d52688a5c00018d958d,3
0.3408,ti,1,1,57698d52688a5c00018d958d,3
0.6651,me,2,1,57698d52688a5c00018d958d,3
0.7018,me,2,1,57698d52688a5c00018d958d,3
0.617,me,2,1,57698d52688a5c00018d958d,3
0.5639,me,2,1,57698d52688a5c00018d958d,3
0.4342,pu,1,1,57698d52688a5c00018d958d,3
0.4327,pu,1,1,57698d52688a5c00018d958d,3
0.6217,pu,1,1,57698d52688a5c00018d958d,3
0.556,fe,3,1,57698d52688a5c00018d958d,3
0.4705,fe,3,1,57698d52688a5c00018d958d,3
0.4464,fe,3,1,57698d52688a5c00018d958d,3
0.4502,ge,1,1,57698d52688a5c00018d958d,3
0.455,ge,1,1,57698d52688a5c00018d958d,3
0.3835,ge,1,1,57698d52688a5c00018d958d,3
0.5043,ru,3,1,57698d52688a5c00018d958d,3
0.4583,ru,3,1,57698d52688a5c00018d958d,3
0.4169,ru,3,1,57698d52688a5c00018d958d,3
0.4224,ru,3,1,57698d52688a5c00018d958d,3
0.4491,ko,2,1,57698d52688a5c00018d958d,3
0.4257,ko,2,1,57698d52688a5c00018d958d,3
0.9383,ko,2,1,57698d52688a5c00018d958d,3
0.5516,ko,2,1,57698d52688a5c00018d958d,3
0.552,ni,2,2,57698d52688a5c00018d958d,3
0.5106,ni,2,2,57698d52688a5c00018d958d,3
0.534,ni,2,2,57698d52688a5c00018d958d,3
0.5876,ni,2,2,57698d52688a5c00018d958d,3
0.6798,fu,1,2,57698d52688a5c00018d958d,3
0.644,fu,1,2,57698d52688a5c00018d958d,3
0.533,re,3,2,57698d52688a5c00018d958d,3
0.4514,ti,1,2,57698d52688a5c00018d958d,3
0.8655,ti,1,2,57698d52688a5c00018d958d,3
0.5231,ti,1,2,57698d52688a5c00018d958d,3
0.4652,ta,3,2,57698d52688a5c00018d958d,3
0.5326,ta,3,2,57698d52688a5c00018d958d,3
0.5565,ta,3,2,57698d52688a5c00018d958d,3
0.3546,ta,3,2,57698d52688a5c00018d958d,3
0.4625,su,2,2,57698d52688a5c00018d958d,3
0.4793,su,2,2,57698d52688a5c00018d958d,3
0.4203,su,2,2,57698d52688a5c00018d958d,3
0.4329,su,2,2,57698d52688a5c00018d958d,3
0.0573,ru,3,2,57698d52688a5c00018d958d,3
0.3836,ru,3,2,57698d52688a5c00018d958d,3
0.4097,ru,3,2,57698d52688a5c00018d958d,3
0.3844,ru,3,2,57698d52688a5c00018d958d,3
0.4892,ge,1,2,57698d52688a5c00018d958d,3
0.5837,ge,1,2,57698d52688a5c00018d958d,3
0.7826,ge,1,2,57698d52688a5c00018d958d,3
0.4373,ko,2,2,57698d52688a5c00018d958d,3
0.4039,ko,2,2,57698d52688a5c00018d958d,3
0.421,ko,2,2,57698d52688a5c00018d958d,3
0.6293,ko,2,2,57698d52688a5c00018d958d,3
0.6681,pu,1,2,57698d52688a5c00018d958d,3
0.514,pu,1,2,57698d52688a5c00018d958d,3
0.8454,pu,1,2,57698d52688a5c00018d958d,3
0.5506,pu,1,2,57698d52688a5c00018d958d,3
0.3988,me,2,2,57698d52688a5c00018d958d,3
0.5849,me,2,2,57698d52688a5c00018d958d,3
0.4718,me,2,2,57698d52688a5c00018d958d,3
0.5024,me,2,2,57698d52688a5c00018d958d,3
0.5274,fe,3,2,57698d52688a5c00018d958d,3
0.7685,fe,3,2,57698d52688a5c00018d958d,3
0.509,fe,3,2,57698d52688a5c00018d958d,3
0.4006,fe,3,2,57698d52688a5c00018d958d,3
0.0028,fu,1,3,57698d52688a5c00018d958d,3
0.5843,fu,1,3,57698d52688a5c00018d958d,3
0.5208,fu,1,3,57698d52688a5c00018d958d,3
0.7031,su,2,3,57698d52688a5c00018d958d,3
0.4374,su,2,3,57698d52688a5c00018d958d,3
0.4135,su,2,3,57698d52688a5c00018d958d,3
0.3844,su,2,3,57698d52688a5c00018d958d,3
0.434,re,3,3,57698d52688a5c00018d958d,3
0.4176,re,3,3,57698d52688a5c00018d958d,3
0.9322,ni,2,3,57698d52688a5c00018d958d,3
0.5178,ni,2,3,57698d52688a5c00018d958d,3
0.4949,ni,2,3,57698d52688a5c00018d958d,3
0.5586,ni,2,3,57698d52688a5c00018d958d,3
0.4889,fe,3,3,57698d52688a5c00018d958d,3
0.4013,fe,3,3,57698d52688a5c00018d958d,3
0.4151,fe,3,3,57698d52688a5c00018d958d,3
0.4511,pu,1,3,57698d52688a5c00018d958d,3
0.4343,pu,1,3,57698d52688a5c00018d958d,3
0.4646,pu,1,3,57698d52688a5c00018d958d,3
0.5846,pu,1,3,57698d52688a5c00018d958d,3
0.3923,ta,3,3,57698d52688a5c00018d958d,3
0.5223,ta,3,3,57698d52688a5c00018d958d,3
0.3334,ta,3,3,57698d52688a5c00018d958d,3
0.3252,ta,3,3,57698d52688a5c00018d958d,3
0.467,ge,1,3,57698d52688a5c00018d958d,3
0.7352,ge,1,3,57698d52688a5c00018d958d,3
0.5169,ge,1,3,57698d52688a5c00018d958d,3
0.5389,ge,1,3,57698d52688a5c00018d958d,3
0.4517,ko,2,3,57698d52688a5c00018d958d,3
0.4685,ko,2,3,57698d52688a5c00018d958d,3
0.4167,ko,2,3,57698d52688a5c00018d958d,3
0.6869,ru,3,3,57698d52688a5c00018d958d,3
0.7306,ru,3,3,57698d52688a5c00018d958d,3
0.6411,ru,3,3,57698d52688a5c00018d958d,3
0.4007,ru,3,3,57698d52688a5c00018d958d,3
0.4014,me,2,3,57698d52688a5c00018d958d,3
0.4807,me,2,3,57698d52688a5c00018d958d,3
0.5351,me,2,3,57698d52688a5c00018d958d,3
0.4495,me,2,3,57698d52688a5c00018d958d,3
0.0009,ti,1,3,57698d52688a5c00018d958d,3
0.4259,re,3,1,5780d9a1900cc80001d2d1c2,3
0.4722,re,3,1,5780d9a1900cc80001d2d1c2,3
0.456,re,3,1,5780d9a1900cc80001d2d1c2,3
0.4992,re,3,1,5780d9a1900cc80001d2d1c2,3
0.4269,su,2,1,5780d9a1900cc80001d2d1c2,3
0.4708,su,2,1,5780d9a1900cc80001d2d1c2,3
0.5229,su,2,1,5780d9a1900cc80001d2d1c2,3
0.632,su,2,1,5780d9a1900cc80001d2d1c2,3
0.4831,fu,1,1,5780d9a1900cc80001d2d1c2,3
0.4329,fu,1,1,5780d9a1900cc80001d2d1c2,3
0.4323,fu,1,1,5780d9a1900cc80001d2d1c2,3
0.5237,fu,1,1,5780d9a1900cc80001d2d1c2,3
0.4182,ni,2,1,5780d9a1900cc80001d2d1c2,3
0.3541,ni,2,1,5780d9a1900cc80001d2d1c2,3
0.384,ni,2,1,5780d9a1900cc80001d2d1c2,3
0.384,ta,3,1,5780d9a1900cc80001d2d1c2,3
0.5067,ta,3,1,5780d9a1900cc80001d2d1c2,3
0.4158,ta,3,1,5780d9a1900cc80001d2d1c2,3
0.4581,ta,3,1,5780d9a1900cc80001d2d1c2,3
0.5171,ti,1,1,5780d9a1900cc80001d2d1c2,3
0.4949,ti,1,1,5780d9a1900cc80001d2d1c2,3
0.7004,ti,1,1,5780d9a1900cc80001d2d1c2,3
0.1077,ti,1,1,5780d9a1900cc80001d2d1c2,3
0.4455,me,2,1,5780d9a1900cc80001d2d1c2,3
0.4337,me,2,1,5780d9a1900cc80001d2d1c2,3
0.4414,me,2,1,5780d9a1900cc80001d2d1c2,3
0.484,me,2,1,5780d9a1900cc80001d2d1c2,3
0.4688,pu,1,1,5780d9a1900cc80001d2d1c2,3
0.4403,pu,1,1,5780d9a1900cc80001d2d1c2,3
0.5259,pu,1,1,5780d9a1900cc80001d2d1c2,3
0.3844,pu,1,1,5780d9a1900cc80001d2d1c2,3
0.4698,fe,3,1,5780d9a1900cc80001d2d1c2,3
0.4841,fe,3,1,5780d9a1900cc80001d2d1c2,3
0.4843,fe,3,1,5780d9a1900cc80001d2d1c2,3
0.4719,fe,3,1,5780d9a1900cc80001d2d1c2,3
0.4234,ge,1,1,5780d9a1900cc80001d2d1c2,3
0.4674,ge,1,1,5780d9a1900cc80001d2d1c2,3
0.4195,ge,1,1,5780d9a1900cc80001d2d1c2,3
0.4781,ge,1,1,5780d9a1900cc80001d2d1c2,3
0.4492,ru,3,1,5780d9a1900cc80001d2d1c2,3
0.4821,ru,3,1,5780d9a1900cc80001d2d1c2,3
0.4354,ru,3,1,5780d9a1900cc80001d2d1c2,3
0.4823,ru,3,1,5780d9a1900cc80001d2d1c2,3
0.4268,ko,2,1,5780d9a1900cc80001d2d1c2,3
0.4552,ko,2,1,5780d9a1900cc80001d2d1c2,3
0.395,ni,2,2,5780d9a1900cc80001d2d1c2,3
0.4375,ni,2,2,5780d9a1900cc80001d2d1c2,3
0.467,ni,2,2,5780d9a1900cc80001d2d1c2,3
0.4529,ni,2,2,5780d9a1900cc80001d2d1c2,3
0.5054,fu,1,2,5780d9a1900cc80001d2d1c2,3
0.4694,fu,1,2,5780d9a1900cc80001d2d1c2,3
0.4393,fu,1,2,5780d9a1900cc80001d2d1c2,3
0.5029,fu,1,2,5780d9a1900cc80001d2d1c2,3
0.4915,re,3,2,5780d9a1900cc80001d2d1c2,3
0.5318,re,3,2,5780d9a1900cc80001d2d1c2,3
0.5211,re,3,2,5780d9a1900cc80001d2d1c2,3
0.5492,re,3,2,5780d9a1900cc80001d2d1c2,3
0.4901,ti,1,2,5780d9a1900cc80001d2d1c2,3
0.4494,ti,1,2,5780d9a1900cc80001d2d1c2,3
0.5488,ti,1,2,5780d9a1900cc80001d2d1c2,3
0.5203,ti,1,2,5780d9a1900cc80001d2d1c2,3
0.4862,ta,3,2,5780d9a1900cc80001d2d1c2,3
0.522,ta,3,2,5780d9a1900cc80001d2d1c2,3
0.4741,ta,3,2,5780d9a1900cc80001d2d1c2,3
0.4764,ta,3,2,5780d9a1900cc80001d2d1c2,3
0.4936,su,2,2,5780d9a1900cc80001d2d1c2,3
0.4569,su,2,2,5780d9a1900cc80001d2d1c2,3
0.4746,su,2,2,5780d9a1900cc80001d2d1c2,3
0.6507,su,2,2,5780d9a1900cc80001d2d1c2,3
0.4706,ru,3,2,5780d9a1900cc80001d2d1c2,3
0.4553,ru,3,2,5780d9a1900cc80001d2d1c2,3
0.1189,ru,3,2,5780d9a1900cc80001d2d1c2,3
0.621,ru,3,2,5780d9a1900cc80001d2d1c2,3
0.4307,ge,1,2,5780d9a1900cc80001d2d1c2,3
0.4518,ge,1,2,5780d9a1900cc80001d2d1c2,3
0.5021,ge,1,2,5780d9a1900cc80001d2d1c2,3
0.4273,ge,1,2,5780d9a1900cc80001d2d1c2,3
0.4609,ko,2,2,5780d9a1900cc80001d2d1c2,3
0.4584,ko,2,2,5780d9a1900cc80001d2d1c2,3
0.5107,ko,2,2,5780d9a1900cc80001d2d1c2,3
0.5685,ko,2,2,5780d9a1900cc80001d2d1c2,3
0.4028,pu,1,2,5780d9a1900cc80001d2d1c2,3
0.4171,pu,1,2,5780d9a1900cc80001d2d1c2,3
0.4531,pu,1,2,5780d9a1900cc80001d2d1c2,3
0.5914,pu,1,2,5780d9a1900cc80001d2d1c2,3
0.4506,me,2,2,5780d9a1900cc80001d2d1c2,3
0.4595,me,2,2,5780d9a1900cc80001d2d1c2,3
0.46,me,2,2,5780d9a1900cc80001d2d1c2,3
0.5013,me,2,2,5780d9a1900cc80001d2d1c2,3
0.4607,fu,1,3,5780d9a1900cc80001d2d1c2,3
0.5735,fu,1,3,5780d9a1900cc80001d2d1c2,3
0.4407,fu,1,3,5780d9a1900cc80001d2d1c2,3
0.5717,fu,1,3,5780d9a1900cc80001d2d1c2,3
0.5503,su,2,3,5780d9a1900cc80001d2d1c2,3
0.4193,su,2,3,5780d9a1900cc80001d2d1c2,3
0.5342,su,2,3,5780d9a1900cc80001d2d1c2,3
0.5351,su,2,3,5780d9a1900cc80001d2d1c2,3
0.433,re,3,3,5780d9a1900cc80001d2d1c2,3
0.54,re,3,3,5780d9a1900cc80001d2d1c2,3
0.5029,re,3,3,5780d9a1900cc80001d2d1c2,3
0.5837,re,3,3,5780d9a1900cc80001d2d1c2,3
0.4618,ni,2,3,5780d9a1900cc80001d2d1c2,3
0.4702,ni,2,3,5780d9a1900cc80001d2d1c2,3
0.4674,ni,2,3,5780d9a1900cc80001d2d1c2,3
0.4324,ni,2,3,5780d9a1900cc80001d2d1c2,3
0.5487,fe,3,3,5780d9a1900cc80001d2d1c2,3
0.552,fe,3,3,5780d9a1900cc80001d2d1c2,3
0.5045,fe,3,3,5780d9a1900cc80001d2d1c2,3
0.4059,fe,3,3,5780d9a1900cc80001d2d1c2,3
0.4425,pu,1,3,5780d9a1900cc80001d2d1c2,3
0.4789,pu,1,3,5780d9a1900cc80001d2d1c2,3
0.4677,pu,1,3,5780d9a1900cc80001d2d1c2,3
0.4298,pu,1,3,5780d9a1900cc80001d2d1c2,3
0.5109,ta,3,3,5780d9a1900cc80001d2d1c2,3
0.4387,ta,3,3,5780d9a1900cc80001d2d1c2,3
0.4914,ta,3,3,5780d9a1900cc80001d2d1c2,3
0.4923,ta,3,3,5780d9a1900cc80001d2d1c2,3
0.4093,ge,1,3,5780d9a1900cc80001d2d1c2,3
0.4454,ge,1,3,5780d9a1900cc80001d2d1c2,3
0.4918,ge,1,3,5780d9a1900cc80001d2d1c2,3
0.5009,ge,1,3,5780d9a1900cc80001d2d1c2,3
0.4727,ko,2,3,5780d9a1900cc80001d2d1c2,3
0.5419,ko,2,3,5780d9a1900cc80001d2d1c2,3
0.5348,ko,2,3,5780d9a1900cc80001d2d1c2,3
0.4876,ko,2,3,5780d9a1900cc80001d2d1c2,3
0.5035,ru,3,3,5780d9a1900cc80001d2d1c2,3
0.4683,ru,3,3,5780d9a1900cc80001d2d1c2,3
0.6158,ru,3,3,5780d9a1900cc80001d2d1c2,3
0.4933,ru,3,3,5780d9a1900cc80001d2d1c2,3
0.4779,me,2,3,5780d9a1900cc80001d2d1c2,3
0.4705,me,2,3,5780d9a1900cc80001d2d1c2,3
0.5665,me,2,3,5780d9a1900cc80001d2d1c2,3
0.7889,me,2,3,5780d9a1900cc80001d2d1c2,3
0.1096,ti,1,3,5780d9a1900cc80001d2d1c2,3
0.1327,ti,1,3,5780d9a1900cc80001d2d1c2,3
0.5353,ti,1,3,5780d9a1900cc80001d2d1c2,3
0.5991,ti,1,3,5780d9a1900cc80001d2d1c2,3
0.165,ta,1,1,578bb26f6cc44500010448c8,1
0.38,ta,1,1,578bb26f6cc44500010448c8,1
0.576,ta,1,1,578bb26f6cc44500010448c8,1
0.439,ta,1,1,578bb26f6cc44500010448c8,1
0.609,ti,2,1,578bb26f6cc44500010448c8,1
0.631,ti,2,1,578bb26f6cc44500010448c8,1
0.546,me,3,1,578bb26f6cc44500010448c8,1
0.506,me,3,1,578bb26f6cc44500010448c8,1
0.432,pu,2,1,578bb26f6cc44500010448c8,1
0.391,pu,2,1,578bb26f6cc44500010448c8,1
0.611,pu,2,1,578bb26f6cc44500010448c8,1
0.489,pu,2,1,578bb26f6cc44500010448c8,1
0.436,su,3,1,578bb26f6cc44500010448c8,1
0.713,su,3,1,578bb26f6cc44500010448c8,1
0.343,su,3,1,578bb26f6cc44500010448c8,1
0.394,ru,1,1,578bb26f6cc44500010448c8,1
0.56,ru,1,1,578bb26f6cc44500010448c8,1
0.391,ru,1,1,578bb26f6cc44500010448c8,1
0.476,ru,1,1,578bb26f6cc44500010448c8,1
0.562,ko,3,1,578bb26f6cc44500010448c8,1
0.485,ko,3,1,578bb26f6cc44500010448c8,1
0.497,ko,3,1,578bb26f6cc44500010448c8,1
0.495,ko,3,1,578bb26f6cc44500010448c8,1
0.415,re,1,1,578bb26f6cc44500010448c8,1
0.413,re,1,1,578bb26f6cc44500010448c8,1
0.523,re,1,1,578bb26f6cc44500010448c8,1
0.523,re,1,1,578bb26f6cc44500010448c8,1
0.441,fu,2,1,578bb26f6cc44500010448c8,1
0.624,fu,2,1,578bb26f6cc44500010448c8,1
0.525,fu,2,1,578bb26f6cc44500010448c8,1
0.533,fu,2,1,578bb26f6cc44500010448c8,1
0.436,ni,3,1,578bb26f6cc44500010448c8,1
0.388,ni,3,1,578bb26f6cc44500010448c8,1
0.375,ni,3,1,578bb26f6cc44500010448c8,1
0.565,ge,2,1,578bb26f6cc44500010448c8,1
0.678,ge,2,1,578bb26f6cc44500010448c8,1
0.482,ge,2,1,578bb26f6cc44500010448c8,1
0.635,ge,2,1,578bb26f6cc44500010448c8,1
0.411,fe,1,1,578bb26f6cc44500010448c8,1
0.404,fe,1,1,578bb26f6cc44500010448c8,1
0.46,fe,1,1,578bb26f6cc44500010448c8,1
0.425,fe,1,1,578bb26f6cc44500010448c8,1
0.392,me,3,2,578bb26f6cc44500010448c8,1
0.489,me,3,2,578bb26f6cc44500010448c8,1
0.329,me,3,2,578bb26f6cc44500010448c8,1
0.336,ti,2,2,578bb26f6cc44500010448c8,1
0.604,ti,2,2,578bb26f6cc44500010448c8,1
0.54,ti,2,2,578bb26f6cc44500010448c8,1
0.395,ta,1,2,578bb26f6cc44500010448c8,1
0.5,ta,1,2,578bb26f6cc44500010448c8,1
0.496,pu,2,2,578bb26f6cc44500010448c8,1
0.525,pu,2,2,578bb26f6cc44500010448c8,1
0.694,pu,2,2,578bb26f6cc44500010448c8,1
0.466,pu,2,2,578bb26f6cc44500010448c8,1
0.54,ko,3,2,578bb26f6cc44500010448c8,1
0.483,ko,3,2,578bb26f6cc44500010448c8,1
0.589,ko,3,2,578bb26f6cc44500010448c8,1
0.543,ko,3,2,578bb26f6cc44500010448c8,1
0.533,fe,1,2,578bb26f6cc44500010448c8,1
0.491,fe,1,2,578bb26f6cc44500010448c8,1
0.476,fe,1,2,578bb26f6cc44500010448c8,1
0.466,ge,2,2,578bb26f6cc44500010448c8,1
0.44,ge,2,2,578bb26f6cc44500010448c8,1
0.474,ge,2,2,578bb26f6cc44500010448c8,1
0.427,ge,2,2,578bb26f6cc44500010448c8,1
0.416,ru,1,2,578bb26f6cc44500010448c8,1
0.924,ru,1,2,578bb26f6cc44500010448c8,1
0.306,ru,1,2,578bb26f6cc44500010448c8,1
