Welcome0Continue.keys,Welcome0Continue.rt,SoundCheckBegin.keys,SoundCheckBegin.rt,SoundCheckEndKey.keys,SoundCheckEndKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,HeadphoneLoop.thisRepN,HeadphoneLoop.thisTrialN,HeadphoneLoop.thisN,HeadphoneLoop.thisIndex,HeadphoneLoop.ran,File,Correct,participant,date,expName,psychopyVersion,OS,frameRate,RepeatAgainKey.keys,RepeatAgainKey.rt,RepeatAgainLoop.thisRepN,RepeatAgainLoop.thisTrialN,RepeatAgainLoop.thisN,RepeatAgainLoop.thisIndex,RepeatAgainLoop.ran,Headphone_retest.thisRepN,Headphone_retest.thisTrialN,Headphone_retest.thisN,Headphone_retest.thisIndex,Headphone_retest.ran,ContinueButton.keys,ContinueButton.rt,Condition,ExposureIntroKey.keys,ExposureIntroKey.rt,ExposureLoop.thisRepN,ExposureLoop.thisTrialN,ExposureLoop.thisN,ExposureLoop.thisIndex,ExposureLoop.ran,Position,Sound,SyllableFile,PauseCheckKey.keys,PauseCheckKey.rt,PauseOnOff.thisRepN,PauseOnOff.thisTrialN,PauseOnOff.thisN,PauseOnOff.thisIndex,PauseOnOff.ran
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,76,76,76,1,2,ko,SL_Sounds/ko.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,77,77,77,1,3,ta,SL_Sounds/ta.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,78,78,78,1,1,pu,SL_Sounds/pu.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,79,79,79,1,2,ni,SL_Sounds/ni.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,80,80,80,1,3,ru,SL_Sounds/ru.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,81,81,81,1,1,ti,SL_Sounds/ti.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,82,82,82,1,2,su,SL_Sounds/su.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,83,83,83,1,3,fe,SL_Sounds/fe.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,84,84,84,1,1,ge,SL_Sounds/ge.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,85,85,85,1,2,me,SL_Sounds/me.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,86,86,86,1,3,re,SL_Sounds/re.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,87,87,87,1,1,pu,SL_Sounds/pu.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,88,88,88,1,2,ni,SL_Sounds/ni.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,89,89,89,1,3,ru,SL_Sounds/ru.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,90,90,90,1,1,fu,SL_Sounds/fu.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,91,91,91,1,2,ko,SL_Sounds/ko.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,92,92,92,1,3,ta,SL_Sounds/ta.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,93,93,93,1,1,ti,SL_Sounds/ti.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,94,94,94,1,2,su,SL_Sounds/su.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,95,95,95,1,3,fe,SL_Sounds/fe.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,96,96,96,1,1,fu,SL_Sounds/fu.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,97,97,97,1,2,ko,SL_Sounds/ko.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,98,98,98,1,3,ta,SL_Sounds/ta.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,99,99,99,1,1,ge,SL_Sounds/ge.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,100,100,100,1,2,me,SL_Sounds/me.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,101,101,101,1,3,re,SL_Sounds/re.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,102,102,102,1,1,pu,SL_Sounds/pu.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,103,103,103,1,2,ni,SL_Sounds/ni.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,104,104,104,1,3,ru,SL_Sounds/ru.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,105,105,105,1,1,ti,SL_Sounds/ti.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,106,106,106,1,2,su,SL_Sounds/su.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,107,107,107,1,3,fe,SL_Sounds/fe.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,108,108,108,1,1,ge,SL_Sounds/ge.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,109,109,109,1,2,me,SL_Sounds/me.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,110,110,110,1,3,re,SL_Sounds/re.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,111,111,111,1,1,pu,SL_Sounds/pu.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,112,112,112,1,2,ni,SL_Sounds/ni.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,113,113,113,1,3,ru,SL_Sounds/ru.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,114,114,114,1,1,fu,SL_Sounds/fu.wav,,,,,,,
,,,,,,,,,,,,,,,,,,60ffcba4730586b1982c5bf5,2021-08-05_22h11.39.251,Agingstudy,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,0,115,115,115,1,2,ko,SL_Sounds/ko.wav,,,,,,,
