Welcome0Continue.keys,Welcome0Continue.rt,SoundCheckBegin.keys,SoundCheckBegin.rt,SoundCheckEndKey.keys,SoundCheckEndKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,HeadphoneLoop.thisRepN,HeadphoneLoop.thisTrialN,HeadphoneLoop.thisN,HeadphoneLoop.thisIndex,HeadphoneLoop.ran,File,Correct,participant,date,expName,psychopyVersion,OS,frameRate,RepeatAgainKey.keys,RepeatAgainKey.rt,RepeatAgainLoop.thisRepN,RepeatAgainLoop.thisTrialN,RepeatAgainLoop.thisN,RepeatAgainLoop.thisIndex,RepeatAgainLoop.ran,Headphone_retest.thisRepN,Headphone_retest.thisTrialN,Headphone_retest.thisN,Headphone_retest.thisIndex,Headphone_retest.ran
,,,,,,,,1,0,2.6846,0,3,3,5,1,Headphone/t3_2.wav,3,60b25fad5ef68266fae1fb73,2021-08-05_21h17.23.572,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,
,,,,,,,,3,0,0.6426,0,4,4,2,1,Headphone/t2_1.wav,2,60b25fad5ef68266fae1fb73,2021-08-05_21h17.23.572,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,
,,,,,,,,2,0,0.7504,0,5,5,0,1,Headphone/t1_1.wav,1,60b25fad5ef68266fae1fb73,2021-08-05_21h17.23.572,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,60b25fad5ef68266fae1fb73,2021-08-05_21h17.23.572,Agingstudy,2020.2.10,Win32,60,space,48.7475,0,0,0,0,1,,,,,
,,,,,,,,,,,,,,,,,,60b25fad5ef68266fae1fb73,2021-08-05_21h17.23.572,Agingstudy,2020.2.10,Win32,60,,,,,,,,3,0,3,0,1
,,,,,,,,1,0,1.6887,0,0,0,5,1,Headphone/t3_2.wav,3,60b25fad5ef68266fae1fb73,2021-08-05_21h17.23.572,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,
,,,,,,,,2,0,0.5842,0,1,1,4,1,Headphone/t3_1.wav,3,60b25fad5ef68266fae1fb73,2021-08-05_21h17.23.572,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,
,,,,,,,,2,0,0.8392,0,2,2,1,1,Headphone/t1_2.wav,1,60b25fad5ef68266fae1fb73,2021-08-05_21h17.23.572,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,
,,,,,,,,3,0,1.6339,0,3,3,0,1,Headphone/t1_1.wav,1,60b25fad5ef68266fae1fb73,2021-08-05_21h17.23.572,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,
,,,,,,,,3,0,1.5355,0,4,4,3,1,Headphone/t2_2.wav,2,60b25fad5ef68266fae1fb73,2021-08-05_21h17.23.572,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,
,,,,,,,,1,0,0.9746,0,5,5,2,1,Headphone/t2_1.wav,2,60b25fad5ef68266fae1fb73,2021-08-05_21h17.23.572,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,60b25fad5ef68266fae1fb73,2021-08-05_21h17.23.572,Agingstudy,2020.2.10,Win32,60,space,16.5927,0,0,0,0,1,,,,,
,,,,,,,,,,,,,,,,,,60b25fad5ef68266fae1fb73,2021-08-05_21h17.23.572,Agingstudy,2020.2.10,Win32,60,,,,,,,,4,0,4,0,1
,,,,,,,,1,0,1.6197,0,0,0,4,1,Headphone/t3_1.wav,3,60b25fad5ef68266fae1fb73,2021-08-05_21h17.23.572,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,
,,,,,,,,2,0,0.7011,0,1,1,0,1,Headphone/t1_1.wav,1,60b25fad5ef68266fae1fb73,2021-08-05_21h17.23.572,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,
,,,,,,,,2,0,0.6026,0,2,2,5,1,Headphone/t3_2.wav,3,60b25fad5ef68266fae1fb73,2021-08-05_21h17.23.572,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,
,,,,,,,,1,0,0.2437,0,3,3,3,1,Headphone/t2_2.wav,2,60b25fad5ef68266fae1fb73,2021-08-05_21h17.23.572,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,
,,,,,,,,3,0,0.6176,0,4,4,2,1,Headphone/t2_1.wav,2,60b25fad5ef68266fae1fb73,2021-08-05_21h17.23.572,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,
,,,,,,,,2,0,0.5553,0,5,5,1,1,Headphone/t1_2.wav,1,60b25fad5ef68266fae1fb73,2021-08-05_21h17.23.572,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,
