Welcome0Continue.keys,Welcome0Continue.rt,SoundCheckBegin.keys,SoundCheckBegin.rt,SoundCheckEndKey.keys,SoundCheckEndKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,HeadphoneLoop.thisRepN,HeadphoneLoop.thisTrialN,HeadphoneLoop.thisN,HeadphoneLoop.thisIndex,HeadphoneLoop.ran,File,Correct,participant,date,expName,psychopyVersion,OS,frameRate,RepeatAgainKey.keys,RepeatAgainKey.rt,RepeatAgainLoop.thisRepN,RepeatAgainLoop.thisTrialN,RepeatAgainLoop.thisN,RepeatAgainLoop.thisIndex,RepeatAgainLoop.ran,Headphone_retest.thisRepN,Headphone_retest.thisTrialN,Headphone_retest.thisN,Headphone_retest.thisIndex,Headphone_retest.ran,ContinueKey8.keys,ContinueKey8.rt,MSTWelcomeContKey.keys,MSTWelcomeContKey.rt,Condition,MSTTrainIntroKey.keys,MSTTrainIntroKey.rt,MSTTrainKeys.keys,MSTTrainKeys.corr,MSTTrainKeys.rt,MSTTrainLoop.thisRepN,MSTTrainLoop.thisTrialN,MSTTrainLoop.thisN,MSTTrainLoop.thisIndex,MSTTrainLoop.ran,SoundFile,Type,MSTTestBeginKey.keys,MSTTestBeginKey.rt,MST_resp.keys,MST_resp.corr,MST_resp.rt,MSTPlayLoop.thisRepN,MSTPlayLoop.thisTrialN,MSTPlayLoop.thisN,MSTPlayLoop.thisIndex,MSTPlayLoop.ran,WordCorrect,Correct_type,WordType,MSTLoop.thisRepN,MSTLoop.thisTrialN,MSTLoop.thisN,MSTLoop.thisIndex,MSTLoop.ran,EndAllKey.keys,EndAllKey.rt,FeedbackResp.text
,,,,,,,,,,,,,,,,TestWords/GI_SA_TAI.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,1,0,2.15194,0,17,17,17,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/FU_RAI_ZO.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,2,1,0.350805,0,18,18,18,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,1,1,0.66108,0,19,19,19,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,2,1,0.33256,0,20,20,20,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,1,1,0.673515,0,21,21,21,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,1,1,0.35862,0,22,22,22,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/PU_DAY_MO.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,2,1,2.51393,0,23,23,23,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/GI_TAI_SA.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,1,0,0.290825,0,24,24,24,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,2,0,0.23862,0,25,25,25,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/FU_ZO_RAI.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,1,0,0.684815,0,26,26,26,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,1,1,1.08241,0,27,27,27,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,1,1,0.30587,0,28,28,28,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,1,1,0.62025,0,29,29,29,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/WAI_VU_NA.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,2,1,1.10765,0,30,30,30,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/SA_TAI_GI.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,1,0,2.760825,0,31,31,31,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/PU_MO_DAY.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,2,1,0.19681,0,32,32,32,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,2,0,0.221175,0,33,33,33,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/RAI_FU_ZO.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,1,0,1.77702,0,34,34,34,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,1,0,0.52784,0,35,35,35,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,1,1,0.09157,0,36,36,36,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/WAI_NA_VU.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,1,0,1.01955,0,37,37,37,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,1,1,0.438485,0,38,38,38,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/MO_PU_DAY.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,2,1,1.24945,0,39,39,39,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,1,1,0.50571,0,40,40,40,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/SA_GI_TAI.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,1,0,0.45462,0,41,41,41,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,60daa04078dbac52c1547920,2021-07-19_15h06.55.588,Agingstudy,2020.2.10,Linux armv7l,60,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,2,0,0.244385,0,42,42,42,1,1,OLD,OLD,,,,,,,,
